"k" "absresidrel" "runtimeb" "runtimea"
"440" 7 136.364237812671 11.732072642 6.269648878
"441" 7 185.313519871908 11.974051682 6.494131991
"442" 7 42.5947432127403 12.004313728 6.465024997
"443" 7 415.344381246485 11.96202442 6.388084171
"444" 7 368.481577421667 11.977006153 6.471623948
"445" 7 372.260198070627 11.870374223 6.465224089
"446" 7 65.7404236834104 11.826118165 6.3792258
"447" 7 78.6200274169968 11.818142512 6.432737344
"448" 7 194.053741386102 12.096668892 6.504812224
"449" 7 86.549513146868 11.996142279 6.421373765
"450" 7 87.9518667897148 12.302150776 6.698204415
"451" 7 161.573616016873 11.940222527 6.470558308
"452" 7 106.241261363319 12.802725776 6.601704835
"453" 7 111.25962176928 11.752054671 6.303161587
"454" 7 231.745208570223 11.969287839 6.555577679
"455" 7 46.1040931069994 11.840575163 6.374469313
"456" 7 27.7329080160694 11.67890656 6.263376805
"457" 7 78.1019015028469 11.629636711 6.131434873
"458" 7 56.3702500853737 11.714346453 6.166938287
"459" 7 85.5765932853991 11.579731872 6.075010291
"460" 7 168.572147503886 11.944264664 6.508716376
"461" 7 103.035196541468 11.942056718 6.407936465
"462" 7 13.2540824723633 12.009326482 6.536676856
"463" 7 188.181682433389 12.089558303 6.547459662
"464" 7 69.5924909332582 12.41608127 6.843649477
"465" 7 42.5643481866227 12.020207491 6.447241523
"466" 7 58.8244382856772 11.864868367 6.450852155
"467" 7 57.0177604153475 12.048787721 6.506942277
"468" 7 230.997582994818 12.154270704 6.557993291
"469" 7 86.8151549172915 12.009424438 6.587724533
"470" 7 98.4558035078687 11.926892438 6.467996255
"471" 7 290.314631139815 11.945738867 6.471778202
"472" 7 3.09957547870449 12.914711174 6.586284909
"473" 7 74.7248479514527 11.849673194 6.315039989
"474" 7 110.423590801419 11.752892476 6.20250386
"475" 7 15.9525916521897 11.785699262 6.329311047
"476" 7 63.0809114632589 11.671118649 6.263608905
"477" 7 50.9041579293256 11.576908035 6.17427793
"478" 7 44.1930745915253 11.660397379 6.298848409
"479" 7 51.6946773828256 11.610698579 6.227938888
"480" 7 76.0389340708755 11.715915164 6.251169878
"481" 7 106.167307638914 12.026389781 6.513351752
"482" 7 287.20858648634 11.921969093 6.456229965
"483" 7 113.446631666252 12.096978555 6.436256427
"484" 7 59.0678955684631 11.861140075 6.41063445
"485" 7 68.4667554087516 12.003150303 6.587724474
"486" 7 207.601903604865 11.739906222 6.332291542
"487" 7 41.1886619269519 11.899704767 6.404923401
"488" 7 182.292546558926 11.98648823 6.495736343
"489" 7 30.4793325959307 12.144016418 6.624171925
"490" 7 129.026057487266 11.834886187 6.363942647
"491" 7 152.622263419964 11.969780765 6.516000116
"492" 7 79.2833482759252 12.627685311 6.499743448
"493" 7 179.496518609461 11.91996748 6.365099827
"494" 7 124.964003272219 11.775912824 6.366913415
"495" 7 18.4395188453286 11.959910119 6.30901767
"496" 7 107.870515345863 11.890835414 6.438174885
"497" 7 183.962210567165 11.584739744 6.18623604
"498" 7 122.102940254702 11.638374554 6.218610025
"499" 7 117.946578498101 11.64019594 6.181613591
"500" 7 113.999483939413 12.049000217 6.421232141
"501" 8 40.8638700989308 16.644880278 10.892643534
"502" 8 74.4187302940767 17.405005479 11.299479488
"503" 8 83.1238210482356 16.646117977 10.852916889
"504" 8 51.8944439744842 16.287310018 10.805119515
"505" 8 26.1297430104728 16.157829923 10.569106449
"506" 8 55.5904722426498 16.623552625 11.033586823
"507" 8 76.0726524002731 17.055295662 11.069559176
"508" 8 32.287104913766 16.658584921 11.023786735
"509" 8 26.5548217134009 16.326225275 10.754663604
"510" 8 78.9277414871665 16.88083411 11.108566473
"511" 8 43.7751788970656 16.920826147 11.138852109
"512" 8 21.7308112563163 17.253552712 11.163873266
"513" 8 21.0285414546468 16.719093452 11.327100618
"514" 8 35.3402438414879 16.608812627 11.100646243
"515" 8 25.4357610482928 16.537563126 10.560521679
"516" 8 89.0762453977358 16.437493352 10.637224683
"517" 8 44.5731085465761 16.851778174 11.057831741
"518" 8 17.985841466178 16.266034556 10.962937557
"519" 8 24.4711008959018 16.103290622 10.527414852
"520" 8 79.3114514593391 16.699931864 10.918921995
"521" 8 26.0020293670131 16.643778912 11.121714549
"522" 8 27.4866573164067 16.567480078 10.950471377
"523" 8 39.1210005457106 16.834571461 11.188949458
"524" 8 133.693123874364 17.060659007 11.016945295
"525" 8 32.2847804981714 16.472834945 11.057288634
"526" 8 31.7097641124137 16.625099599 10.893485247
"527" 8 79.618297527465 16.796417697 11.031976313
"528" 8 24.5538700942038 17.236498968 11.121338806
"529" 8 17.4638848748603 16.482469622 10.939273565
"530" 8 31.5261182864912 16.57788297 10.854491979
"531" 8 29.8701342724105 16.684862578 11.053545204
"532" 8 14.5103323124195 17.81210488 11.118821024
"533" 8 95.3842087015691 16.642279863 10.79874766
"534" 8 111.025745539242 16.466179194 10.579918348
"535" 8 45.1278605143276 16.328340546 10.541549164
"536" 8 80.0551626895576 16.204250058 10.783074795
"537" 8 43.72671386469 16.462168907 10.8740604
"538" 8 93.4797289662619 16.639680389 10.782377446
"539" 8 28.3475119189598 16.722124572 10.741540462
"540" 8 60.5995189671394 16.239297436 10.695128722
"541" 8 92.8014087035238 16.434012083 10.817986656
"542" 8 21.4055762654313 16.256609801 10.633697492
